objectid,title,narrator,interviewer,date,year,location,time-period-covered,length-of-interview,subject,subject-1,subject-2,subject-3,type,format,format-free,transcript-available,biography-available,release-form-available,catalog-number-if-applicable,institution,address,phone,email,website,notes
wyomingoralhistory2519,Kelly Wells Oral History Interview (2008),Kelly Wells,,4/13/2008,2008,,,,Cowboy culture;Cowboy music;,Cowboy culture,Cowboy music,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 8, Folder 97",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Cowboy Songs and Range Ballads
wyomingoralhistory2520,Tally Tait Wells Oral History Interview (2008),Tally Tait Wells,,4/13/2008,2008,,,,Cowboy culture;Cowboy music;,Cowboy culture,Cowboy music,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 8, Folder 98",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Cowboy Songs and Range Ballads
wyomingoralhistory2521,Washtub Jerry Oral History Interview (2008),Washtub Jerry,,4/12/2008,2008,,,,Cowboy culture;Cowboy music;,Cowboy culture,Cowboy music,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 8, Folder 99",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Cowboy Songs and Range Ballads
wyomingoralhistory2522,Hub Whitt Oral History Interview (2008),Hub Whitt,,4/13/2008,2008,,,,Cowboy culture;Cowboy music;,Cowboy culture,Cowboy music,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 8, Folder 100",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Cowboy Songs and Range Ballads
wyomingoralhistory2523,Ester Johansson Murray Oral History Interview (2008),Ester Johansson Murray,Carol Austin,2/12/2008,2008,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 8, Folder 101",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2524,Grant Bulltail Oral History Interview (2002),Grant Bulltail,,8/21/2002,2002,,,,;;,,,,audio,audio,DVDs,No,No,Yes,"MS 201, Box 8, Folder 102",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2525,Dale Harwood Oral History Interview (2008),Dale Harwood,,11/1/2008,2008,,,,Saddlemaking;;,Saddlemaking,,,audio,audio,DVD,No,No,Yes,"MS 201, Box 9, Folder 103",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Saddlemaker Series
wyomingoralhistory2526,Keith Seidel Oral History Interview (2008),Keith Seidel,,10/23/2008,2008,,,,Saddlemaking;;,Saddlemaking,,,audio,audio,DVDs,No,No,Yes,"MS 201, Box 9, Folder 104",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Saddlemaker Series
wyomingoralhistory2527,Steve Mecum Oral History Interview (2008),Steve Mecum,,11/26/2008,2008,,,,Saddlemaking;;,Saddlemaking,,,audio,audio,DVD,No,No,Yes,"MS 201, Box 9, Folder 105",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Saddlemaker Series
wyomingoralhistory2528,Bill Gardner Oral History Interview (2008),Bill Gardner,,5/24/2008,2008,,,,Saddlemaking;;,Saddlemaking,,,audio,audio,DVD,No,No,Yes,"MS 201, Box 9, Folder 106",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Saddlemaker Series
wyomingoralhistory2529,Bob Douglas Oral History Interview (2008),Bob Douglas,,5/24/2008,2008,,,,Saddlemaking;;,Saddlemaking,,,audio,audio,DVD,No,No,Yes,"MS 201, Box 9, Folder 107",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Saddlemaker Series
wyomingoralhistory2530,Wayne Hape Oral History Interview (2007),Wayne Hape,,11/12/2007,2007,,,,Saddlemaking;;,Saddlemaking,,,audio,audio,DVD,No,No,Yes,"MS 201, Box 9, Folder 108",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Saddlemaker Series
wyomingoralhistory2531,Chas Weldon Oral History Interview (2007),Chas Weldon,,Fall 2007,2007,,,,Saddlemaking;;,Saddlemaking,,,audio,audio,DVD,No,No,No,"MS 201, Box 9, Folder 109",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Saddlemaker Series
wyomingoralhistory2532,Elizabeth (Betty) Mills Oral History Interview (2008),Elizabeth (Betty) Mills,Carol Austin,4/29/2008,2008,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 110",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2533,Bert Cosgrove Oral History Interview (2008),Bert Cosgrove,Carol Austin,8/21/2008,2008,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 111",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2534,Don Abarr Oral History Interview (2008),Don Abarr,Carol Austin,10/23/2008,2008,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 112",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2535,Harry Jackson Oral History Interview (2009),Harry Jackson,Carol Austin,2/21/2009,2009,,,,;;,,,,audio,audio,Digital file on local network; MP3,No,No,Yes,"MS 201, Box 9, Folder 113",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2536,Robin Rick Oral History Interview (2009),Robin Rick,Carol Austin,2/10/2009,2009,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 114",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2537,Adelyn Fraley Oral History Interview (2009),Adelyn Fraley,Carol Austin,4/16/2009,2009,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 115",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2538,Louis Kousoulos; Jr. and Alan K. Simpson Oral History Interview (2009),Louis Kousoulos; Jr. and Alan K. Simpson,Beverly N. Perkins,11/6/2009,2009,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 116",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2539,Diane Kousoulos Oral History Interview (2010),Diane Kousoulos,Beverly N. Perkins,4/5/2010,2010,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 117",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2540,Ann Simpson Oral History Interview (2010),Ann Simpson,Beverly N. Perkins,4/4/2010,2010,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 118",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2541,Altamae Markham Oral History Interview (2010),Altamae Markham,Karling Clymer Abernathy,1/31/2010,2010,,,,;;,,,,audio,audio,Digital file on local network,No,No,Yes,"MS 201, Box 9, Folder 119",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2542,Alice Fales Oral History Interview (2008),Alice Fales,Carol Austin,3/6/2008,2008,,,,Personal and family history;Palette Ranch;Ranching,Personal and family history,Palette Ranch,Ranching,audio,audio,Digital file on local network,Yes,No,Yes,"MS 201, Box 9, Folder 120",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2543,Marjorie and Earnest Goppert Oral History Interview (2006),Marjorie and Earnest Goppert,,5/23/2006,2006,,,,;;,,,,audio,audio,DVDs; Mini Digital Videocassettes,No,No,No,"MS 201, Box 9, Folder 121",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2544,Alan and Ann Simpson Oral History Interview (2006),Alan and Ann Simpson,,10/4/2006,2006,,,,;;,,,,audio,audio,DVDs; Mini Digital Videocassettes,No,No,No,"MS 201, Box 9, Folder 122",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2545,Katie Brown Oral History Interview (2008),Katie Brown,,10/24/2008,2008,,,,;;,,,,audio,audio,Mini Digital Videocassete,No,No,No,"MS 201, Box 9, Folder 123",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2546,Nancy Petry Oral History Interview (2007),Nancy Petry,,6/15/2007,2007,,,,;;,,,,audio,audio,DVD; Mini Digital Videocassette,No,No,No,"MS 201, Box 9, Folder 124",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2547,Forrest Fenn Oral History Interview (2006),Forrest Fenn,Wally Johnson,10/17/2006,2006,Coe Auditorium,,,;;,,,,audio,audio,DVDs,No,No,No,"MS 201, Box 9, Folder 125",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2548,"Margaret S. ""Peg"" Coe and James B. Minter Oral History Interview (2006)","Margaret S. ""Peg"" Coe and James B. Minter",Kurt Graham,10/13/2006,2006,,,,;;,,,,audio,audio,DVDs,No,No,No,"MS 201, Box 9, Folder 126",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2549,Charles and Ursula Kepler Oral History Interview (2006),Charles and Ursula Kepler,,9/28/2006,2006,,,,;;,,,,audio,audio,Mini Digital Videocassettes; Digital file on local network,No,No,No,"MS 201, Box 9, Folder 127",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2550,Conrad Husman Oral History Interview (),Conrad Husman,Dave Schwartz,,,,,,Motorcycle Trip Pre-1940;;,Motorcycle Trip Pre-1940,,,cassette-tape,audio,Cassette Tape,No,No,No,MS 119,McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2551,Carl Roters Oral History Interview (),Carl Roters,,,,,,,Life with Mother;Noel Coward;Uncle Remus,Life with Mother,Noel Coward,Uncle Remus,audio,audio,DVD; CD,No,No,No,"MS 317, Box 21",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2552,Carl Roters Oral History Interview (),Carl Roters,,,,,,,Jackson Lake Lodge Murals;Life history;,Jackson Lake Lodge Murals,Life history,,audio,audio,reel-to-reel,No,No,No,"MS 317, Box 22",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2553,Carl Roters Oral History Interview (),Carl Roters,,,,,,,New York life;Marriage and divorce;Honeymoon,New York life,Marriage and divorce,Honeymoon,audio,audio,reel-to-reel,No,No,No,"MS 317, Box 22",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2554,Carl Roters Oral History Interview (),Carl Roters,,,,,,,Father's portfolio;Apprenticeship;NYC Studio,Father's portfolio,Apprenticeship,NYC Studio,audio,audio,reel-to-reel,No,No,No,"MS 317, Box 22",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,
wyomingoralhistory2555,David Silva Oral History Interview (1994),David Silva,Rodric J. Coslet,6/28/1994,1994,"2628 Marconi Ave, Sacaramento, CA",,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2556,Cecil Jones Oral History Interview (1994),Cecil Jones,Rodric J. Coslet,7/6/1994,1994,Cecil's home,,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2557,Victor Alexander; Jr. Oral History Interview (1994),Victor Alexander; Jr.,Rodric J. Coslet,8/3/1994,1994,"Victor's home, 17 Scotland Place NW, Atlanta, Georgia 30318",,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2558,Douglas Manning Oral History Interview (1994),Douglas Manning,Rodric J. Coslet,7/21/1994,1994,Douglas's home,,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2559,Janice (Alexander) Linebaugh Oral History Interview (1994),Janice (Alexander) Linebaugh,Rodric J. Coslet,7/25/1994,1994,"Janice's home, 2525 Edgewood Rd., Tampa, FL 33609",,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2560,Donald Stewart Oral History Interview (1994),Donald Stewart,Rodric J. Coslet,7/28/1994,1994,"409 S. Hill St., Buford, GA 30518",,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2561,Candace Alexander McNair Oral History Interview (1994),Candace Alexander McNair,Rodric J. Coslet,7/28/1994,1994,"Candace's home, 907 Willeo Place, Marietta, GA 30068",,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2562,Darcy Alexander Gaines Oral History Interview (1994),Darcy Alexander Gaines,Rodric J. Coslet,8/11/1994,1994,Darcy's home,,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2563,Audrey Alexander Sommer Oral History Interview (1994),Audrey Alexander Sommer,Rodric J. Coslet,8/8/1994,1994,Audrey's home,,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2564,Edmon Pugh Oral History Interview (1994),Edmon Pugh,Rodric J. Coslet,8/3/1994,1994,"Edmon's home, 2774 Kilgore Rd, Buford, GA 30518",,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2565,Dave Mabry Oral History Interview (1994),Dave Mabry,Rodric J. Coslet,8/4/1994,1994,"Dave's home, 74 Shadburn Ave., Buford, GA",,,Saddlemaking;;,Saddlemaking,,,text,application/pdf,Print only,Yes,No,No,"MS 133, Box 2, Folder 1",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Victor Alexander Oral History Proejct
wyomingoralhistory2566,Angela Buell Oral History Interview (1972),Angela Buell,Charles Roundy,3/28/1972,1972,,,,Dude ranching;Eaton's Ranch;,Dude ranching,Eaton's Ranch,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 7",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2567,Dorothy Duncan Oral History Interview (1972),Dorothy Duncan,Charles Roundy,3/26/1972,1972,"Sheridan, Wyoming",,,Dude ranching;Eaton's Ranch;,Dude ranching,Eaton's Ranch,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 8",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2568,Glen Fales Oral History Interview (1972),Glen Fales,Charles Roundy,4/1/1972,1972,"Cody, Wyoming",,,Dude ranching;Rimrock Ranch;Northfork in Cody,Dude ranching,Rimrock Ranch,Northfork in Cody,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 9",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2569,Tom and Nancy Ferguson Oral History Interview (1972),Tom and Nancy Ferguson,Charles Roundy,3/28/1972,1972,"Sheridan, Wyoming",,,Dude ranching;Eaton's Ranch;,Dude ranching,Eaton's Ranch,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 10",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2570,"Allen ""Ike"" Fordyce Oral History Interview (1972)","Allen ""Ike"" Fordyce",Charles Roundy,3/28/1972,1972,"Big Horn, Wyoming",,,Dude ranching;;,Dude ranching,,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 11",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2571,Dick Frost Oral History Interview (1972),Dick Frost,Charles Roundy,3/1/1972,1972,"Cody, Wyoming",,,Dude ranching;William F. Cody;,Dude ranching,William F. Cody,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 12",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2572,Fred Garlow Oral History Interview (1972),Fred Garlow,Charles Roundy,3/31/1972,1972,"Fred's home in Cody, Wyoming",,,Dude ranching;William F. Cody;Cody history,Dude ranching,William F. Cody,Cody history,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 13",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2573,Larry Larom Oral History Interview (1972),Larry Larom,Charles Roundy,5/21/1972,1972,,,,Dude ranching;Valley Ranch;Cody history,Dude ranching,Valley Ranch,Cody history,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 14",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2574,Alys Ritterbraun Oral History Interview (1972),Alys Ritterbraun,Charles Roundy,3/1/1972,1972,,,,Dude ranching;Dead Indian Ranch;,Dude ranching,Dead Indian Ranch,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 15",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2575,Peggy Schaeffer Oral History Interview (1972),Peggy Schaeffer,Charles Roundy,3/30/1972,1972,,,,Dude ranching;Dude Ranchers Association;,Dude ranching,Dude Ranchers Association,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 16",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2576,Rosamond Siggins Oral History Interview (1972),Rosamond Siggins,Charles Roundy,3/31/1972,1972,,,,Dude ranching;Triangle X Ranch;,Dude ranching,Triangle X Ranch,,text,application/pdf,Print only,Yes,No,No,"MS 251, Box 1, Folder 17",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2577,Stanley Siggins Oral History Interview (1972),Stanley Siggins,Charles Roundy,4/2/1972,1972,"Cody, Wyoming",,,Dude ranching;;,Dude ranching,,,text,application/pdf,Print only,Yes,No,No,"MS 351, Box 1, Folder 18",McCracken Research Library,"720 Sheridan Ave. Cody, WY 82414",307-578-4059,maryr@centerofthewest.org,http://www.centerofthewest.org/,Dude Ranch Histories of Charles Roundy
wyomingoralhistory2578,Charlie R. Argento Oral History Interview (2009),Charlie R. Argento,Marjorie White,2/21/2009,2009,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248, Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2579,Lloyd and Marge Barling Oral History Interview (2012),Lloyd and Marge Barling,Susann Kreitzer,9/13/2012,2012,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2580,Byron and Becky Bennett Oral History Interview (2011),Byron and Becky Bennett,Susann Kreitzer,1/21/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2581,Bruce Bennion Oral History Interview (2011),Bruce Bennion,Susann Kreitzer,7/15/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2582,Fred Birh Oral History Interview (2009),Fred Birh,Mary Elliott and Clara Mae Yetter,6/16/2009,2009,,,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2583,Myron Christopherson Oral History Interview (2012),Myron Christopherson,Susann Kreitzer,6/1/2012,2012,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2584,Emily Coale Oral History Interview (2011),Emily Coale,Susann Kreitzer,3/15/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2585,Millie Curtis Oral History Interview (2011),Millie Curtis,Susann Kreitzer,4/11/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2586,Jim and Joan Dunrud Oral History Interview (2011),Jim and Joan Dunrud,Susann Kreitzer,3/15/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2587,Eddie Dvarishkis and Curtis Larsen Oral History Interview (1909),Eddie Dvarishkis and Curtis Larsen,Mary Elliott and Clara Mae Yetter,5/9/2009 and 4/22/1909,1909,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2588,Don Easton Oral History Interview (2006),Don Easton,Marjorie White,10/25/2006,2006,"Powell, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2589,Clarence Eldridge Oral History Interview (2007),Clarence Eldridge,Marjorie White,11/30/2007,2007,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2590,Karen Sayles Ellinwood Oral History Interview (2011),Karen Sayles Ellinwood,Susann Kreitzer,7/14/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
